Contraste;Disimilaridad;Homogeneidad;Energia;Etiqueta
"0.058440737,1405.190318,0.398385451,0.014604449,0";;;;
"0.058440737,1405.190318,0.398385451,0.014604449,0";;;;
"0.058440737,1405.190318,0.398385451,0.014604449,0";;;;
"0.058440737,1405.190318,0.398385451,0.014604449,0";;;;
"0.032594513,2303.200335,0.412986175,0.007612794,0";;;;
"0.032594513,2303.200335,0.412986175,0.007612794,0";;;;
"0.032594513,2303.200335,0.412986175,0.007612794,0";;;;
"0.032594513,2303.200335,0.412986175,0.007612794,0";;;;
"0.047504559,834.6502076,0.479866926,0.011451851,0";;;;
"0.047504559,834.6502076,0.479866926,0.011451851,0";;;;
"0.047504559,834.6502076,0.479866926,0.011451851,0";;;;
"0.047504559,834.6502076,0.479866926,0.011451851,0";;;;
"0.031339999,1951.349469,0.545455036,0.007083817,0";;;;
"0.031339999,1951.349469,0.545455036,0.007083817,0";;;;
"0.031339999,1951.349469,0.545455036,0.007083817,0";;;;
"0.031339999,1951.349469,0.545455036,0.007083817,0";;;;
"0.087376103,917.5871048,0.546593617,0.01728884,0";;;;
"0.087376103,917.5871048,0.546593617,0.01728884,0";;;;
"0.087376103,917.5871048,0.546593617,0.01728884,0";;;;
"0.087376103,917.5871048,0.546593617,0.01728884,0";;;;
"0.039858374,4469.479058,0.556360073,0.008073983,0";;;;
"0.039858374,4469.479058,0.556360073,0.008073983,0";;;;
"0.039858374,4469.479058,0.556360073,0.008073983,0";;;;
"0.039858374,4469.479058,0.556360073,0.008073983,0";;;;
"0.147804892,419.8979347,0.557658684,0.028742555,0";;;;
"0.147804892,419.8979347,0.557658684,0.028742555,0";;;;
"0.147804892,419.8979347,0.557658684,0.028742555,0";;;;
"0.147804892,419.8979347,0.557658684,0.028742555,0";;;;
"0.076543355,2082.662711,0.568063085,0.029878898,0";;;;
"0.076543355,2082.662711,0.568063085,0.029878898,0";;;;
"0.076543355,2082.662711,0.568063085,0.029878898,0";;;;
"0.076543355,2082.662711,0.568063085,0.029878898,0";;;;
"0.142208775,1732.279234,0.571036027,0.021926597,0";;;;
"0.142208775,1732.279234,0.571036027,0.021926597,0";;;;
"0.142208775,1732.279234,0.571036027,0.021926597,0";;;;
"0.142208775,1732.279234,0.571036027,0.021926597,0";;;;
"0.108089838,392.0346969,0.592743465,0.021815431,2";;;;
"0.108089838,392.0346969,0.592743465,0.021815431,2";;;;
"0.108089838,392.0346969,0.592743465,0.021815431,2";;;;
"0.108089838,392.0346969,0.592743465,0.021815431,2";;;;
"0.062199497,518.5911175,0.593835752,0.013668833,2";;;;
"0.062199497,518.5911175,0.593835752,0.013668833,2";;;;
"0.062199497,518.5911175,0.593835752,0.013668833,2";;;;
"0.062199497,518.5911175,0.593835752,0.013668833,2";;;;
"0.055745805,2223.066202,0.604144811,0.011997891,0";;;;
"0.055745805,2223.066202,0.604144811,0.011997891,0";;;;
"0.055745805,2223.066202,0.604144811,0.011997891,0";;;;
"0.055745805,2223.066202,0.604144811,0.011997891,0";;;;
"0.033363027,2852.764631,0.605280927,0.006089271,0";;;;
"0.033363027,2852.764631,0.605280927,0.006089271,0";;;;
"0.033363027,2852.764631,0.605280927,0.006089271,0";;;;
"0.033363027,2852.764631,0.605280927,0.006089271,0";;;;
"0.086087598,357.8311511,0.609849403,0.018277797,0";;;;
"0.086087598,357.8311511,0.609849403,0.018277797,0";;;;
"0.086087598,357.8311511,0.609849403,0.018277797,0";;;;
"0.086087598,357.8311511,0.609849403,0.018277797,0";;;;
"0.047882914,2329.201227,0.611561367,0.007271612,2";;;;
"0.047882914,2329.201227,0.611561367,0.007271612,2";;;;
"0.047882914,2329.201227,0.611561367,0.007271612,2";;;;
"0.047882914,2329.201227,0.611561367,0.007271612,2";;;;
"0.292749073,67.10779825,0.611588466,0.058828737,0";;;;
"0.292749073,67.10779825,0.611588466,0.058828737,0";;;;
"0.292749073,67.10779825,0.611588466,0.058828737,0";;;;
"0.292749073,67.10779825,0.611588466,0.058828737,0";;;;
"0.069635909,591.2461759,0.620743236,0.015428451,0";;;;
"0.069635909,591.2461759,0.620743236,0.015428451,0";;;;
"0.069635909,591.2461759,0.620743236,0.015428451,0";;;;
"0.069635909,591.2461759,0.620743236,0.015428451,0";;;;
"0.031268333,3075.204576,0.622463394,0.005770038,0";;;;
"0.031268333,3075.204576,0.622463394,0.005770038,0";;;;
"0.031268333,3075.204576,0.622463394,0.005770038,0";;;;
"0.031268333,3075.204576,0.622463394,0.005770038,0";;;;
"0.054870703,1033.767087,0.625711413,0.01245814,0";;;;
"0.054870703,1033.767087,0.625711413,0.01245814,0";;;;
"0.054870703,1033.767087,0.625711413,0.01245814,0";;;;
"0.054870703,1033.767087,0.625711413,0.01245814,0";;;;
"0.067454559,566.1033342,0.627293302,0.015554579,0";;;;
"0.067454559,566.1033342,0.627293302,0.015554579,0";;;;
"0.067454559,566.1033342,0.627293302,0.015554579,0";;;;
"0.067454559,566.1033342,0.627293302,0.015554579,0";;;;
"0.059227342,596.7895589,0.628075351,0.012932637,2";;;;
"0.059227342,596.7895589,0.628075351,0.012932637,2";;;;
"0.059227342,596.7895589,0.628075351,0.012932637,2";;;;
"0.059227342,596.7895589,0.628075351,0.012932637,2";;;;
"0.051789738,1278.726756,0.632505405,0.009586724,0";;;;
"0.051789738,1278.726756,0.632505405,0.009586724,0";;;;
"0.051789738,1278.726756,0.632505405,0.009586724,0";;;;
"0.051789738,1278.726756,0.632505405,0.009586724,0";;;;
"0.120406564,221.0346336,0.642230116,0.022689462,0";;;;
"0.120406564,221.0346336,0.642230116,0.022689462,0";;;;
"0.120406564,221.0346336,0.642230116,0.022689462,0";;;;
"0.120406564,221.0346336,0.642230116,0.022689462,0";;;;
"0.052289991,934.0179091,0.64721327,0.011268744,0";;;;
"0.052289991,934.0179091,0.64721327,0.011268744,0";;;;
"0.052289991,934.0179091,0.64721327,0.011268744,0";;;;
"0.052289991,934.0179091,0.64721327,0.011268744,0";;;;
"0.08213972,398.3473927,0.659265894,0.01671052,0";;;;
"0.08213972,398.3473927,0.659265894,0.01671052,0";;;;
"0.08213972,398.3473927,0.659265894,0.01671052,0";;;;
"0.08213972,398.3473927,0.659265894,0.01671052,0";;;;
"0.072567694,2163.957124,0.660054692,0.009267002,1";;;;
"0.072567694,2163.957124,0.660054692,0.009267002,1";;;;
"0.072567694,2163.957124,0.660054692,0.009267002,1";;;;
"0.072567694,2163.957124,0.660054692,0.009267002,1";;;;
"0.049529313,934.9042847,0.665100454,0.010248858,0";;;;
"0.049529313,934.9042847,0.665100454,0.010248858,0";;;;
"0.049529313,934.9042847,0.665100454,0.010248858,0";;;;
"0.049529313,934.9042847,0.665100454,0.010248858,0";;;;
"0.055023522,4036.263275,0.665245123,0.010936241,0";;;;
"0.055023522,4036.263275,0.665245123,0.010936241,0";;;;
"0.055023522,4036.263275,0.665245123,0.010936241,0";;;;
"0.055023522,4036.263275,0.665245123,0.010936241,0";;;;
"0.039165189,1598.606558,0.669648378,0.006973339,0";;;;
"0.039165189,1598.606558,0.669648378,0.006973339,0";;;;
"0.039165189,1598.606558,0.669648378,0.006973339,0";;;;
"0.039165189,1598.606558,0.669648378,0.006973339,0";;;;
"0.043326333,1403.040984,0.672177593,0.00836812,0";;;;
"0.043326333,1403.040984,0.672177593,0.00836812,0";;;;
"0.043326333,1403.040984,0.672177593,0.00836812,0";;;;
"0.043326333,1403.040984,0.672177593,0.00836812,0";;;;
"0.057103579,1295.707856,0.673420944,0.010728733,0";;;;
"0.057103579,1295.707856,0.673420944,0.010728733,0";;;;
"0.057103579,1295.707856,0.673420944,0.010728733,0";;;;
"0.057103579,1295.707856,0.673420944,0.010728733,0";;;;
"0.04786922,1160.226727,0.680413424,0.009069259,0";;;;
"0.04786922,1160.226727,0.680413424,0.009069259,0";;;;
"0.04786922,1160.226727,0.680413424,0.009069259,0";;;;
"0.04786922,1160.226727,0.680413424,0.009069259,0";;;;
"0.071295465,842.4104117,0.686069681,0.012040967,0";;;;
"0.071295465,842.4104117,0.686069681,0.012040967,0";;;;
"0.071295465,842.4104117,0.686069681,0.012040967,0";;;;
"0.071295465,842.4104117,0.686069681,0.012040967,0";;;;
"0.060445266,2022.139024,0.697609783,0.011195244,0";;;;
"0.060445266,2022.139024,0.697609783,0.011195244,0";;;;
"0.060445266,2022.139024,0.697609783,0.011195244,0";;;;
"0.060445266,2022.139024,0.697609783,0.011195244,0";;;;
"0.046799416,2338.409492,0.69982737,0.009386855,0";;;;
"0.046799416,2338.409492,0.69982737,0.009386855,0";;;;
"0.046799416,2338.409492,0.69982737,0.009386855,0";;;;
"0.046799416,2338.409492,0.69982737,0.009386855,0";;;;
"0.047603686,1735.165702,0.7082641,0.007917021,0";;;;
"0.047603686,1735.165702,0.7082641,0.007917021,0";;;;
"0.047603686,1735.165702,0.7082641,0.007917021,0";;;;
"0.047603686,1735.165702,0.7082641,0.007917021,0";;;;
"0.045455208,1081.919255,0.708458606,0.008189885,0";;;;
"0.045455208,1081.919255,0.708458606,0.008189885,0";;;;
"0.045455208,1081.919255,0.708458606,0.008189885,0";;;;
"0.045455208,1081.919255,0.708458606,0.008189885,0";;;;
"0.083764288,1788.021575,0.710091611,0.012304975,0";;;;
"0.083764288,1788.021575,0.710091611,0.012304975,0";;;;
"0.083764288,1788.021575,0.710091611,0.012304975,0";;;;
"0.083764288,1788.021575,0.710091611,0.012304975,0";;;;
"0.038918025,2084.097821,0.716237526,0.006960118,0";;;;
"0.038918025,2084.097821,0.716237526,0.006960118,0";;;;
"0.038918025,2084.097821,0.716237526,0.006960118,0";;;;
"0.038918025,2084.097821,0.716237526,0.006960118,0";;;;
"0.059183635,677.4182903,0.720938596,0.010553641,0";;;;
"0.059183635,677.4182903,0.720938596,0.010553641,0";;;;
"0.059183635,677.4182903,0.720938596,0.010553641,0";;;;
"0.059183635,677.4182903,0.720938596,0.010553641,0";;;;
"0.048091656,1535.559375,0.722052167,0.008013808,0";;;;
"0.048091656,1535.559375,0.722052167,0.008013808,0";;;;
"0.048091656,1535.559375,0.722052167,0.008013808,0";;;;
"0.048091656,1535.559375,0.722052167,0.008013808,0";;;;
"0.069248421,602.7906456,0.722984304,0.01335409,0";;;;
"0.069248421,602.7906456,0.722984304,0.01335409,0";;;;
"0.069248421,602.7906456,0.722984304,0.01335409,0";;;;
"0.069248421,602.7906456,0.722984304,0.01335409,0";;;;
"0.062444773,1117.195814,0.723898107,0.012311665,0";;;;
"0.062444773,1117.195814,0.723898107,0.012311665,0";;;;
"0.062444773,1117.195814,0.723898107,0.012311665,0";;;;
"0.062444773,1117.195814,0.723898107,0.012311665,0";;;;
"0.05086299,1119.880088,0.728686711,0.008189615,2";;;;
"0.05086299,1119.880088,0.728686711,0.008189615,2";;;;
"0.05086299,1119.880088,0.728686711,0.008189615,2";;;;
"0.05086299,1119.880088,0.728686711,0.008189615,2";;;;
"0.055051146,2235.105366,0.729433315,0.014143321,0";;;;
"0.055051146,2235.105366,0.729433315,0.014143321,0";;;;
"0.055051146,2235.105366,0.729433315,0.014143321,0";;;;
"0.055051146,2235.105366,0.729433315,0.014143321,0";;;;
"0.078863471,1125.593014,0.729497938,0.010433468,2";;;;
"0.078863471,1125.593014,0.729497938,0.010433468,2";;;;
"0.078863471,1125.593014,0.729497938,0.010433468,2";;;;
